,loss,val_loss,lr
0,600.3349609375,177.592041015625,0.1
1,64.71940612792969,4.789005756378174,0.1
2,25.347633361816406,49.12586212158203,0.1
3,41.204994201660156,21.276729583740234,0.1
4,9.892167091369629,3.146367073059082,0.1
5,5.388763904571533,7.409482479095459,0.1
6,6.424381256103516,3.854968786239624,0.1
7,3.2821574211120605,3.1738998889923096,0.1
8,3.4144904613494873,3.3054399490356445,0.1
9,3.0866894721984863,2.781384229660034,0.1
10,2.8773980140686035,2.7840802669525146,0.1
11,2.8295538425445557,2.662721633911133,0.1
12,2.717728853225708,2.6192665100097656,0.1
13,2.665785074234009,2.549816131591797,0.1
14,2.596449613571167,2.4833664894104004,0.1
15,2.536541700363159,2.4252352714538574,0.1
16,2.4755663871765137,2.369882583618164,0.1
17,2.4177892208099365,2.313704252243042,0.1
18,2.3595714569091797,2.256605863571167,0.1
19,2.303673267364502,2.2025904655456543,0.1
20,2.248445510864258,2.1495039463043213,0.1
21,2.194681406021118,2.0985891819000244,0.1
22,2.142366647720337,2.048499584197998,0.1
23,2.092000722885132,1.9995231628417969,0.1
24,2.0423498153686523,1.9529284238815308,0.1
25,1.9949278831481934,1.908275842666626,0.1
26,1.9489096403121948,1.8634846210479736,0.1
27,1.9043748378753662,1.8208729028701782,0.1
28,1.8612617254257202,1.7807203531265259,0.1
29,1.8199530839920044,1.7411531209945679,0.1
30,1.7803553342819214,1.703620195388794,0.1
31,1.7419252395629883,1.6679760217666626,0.1
32,1.7052394151687622,1.633338212966919,0.1
33,1.669719934463501,1.5997884273529053,0.1
34,1.63596773147583,1.5679795742034912,0.1
35,1.6033934354782104,1.5375664234161377,0.1
36,1.5721840858459473,1.5079456567764282,0.1
37,1.542077898979187,1.479742407798767,0.1
38,1.5133494138717651,1.4530786275863647,0.1
39,1.4854656457901,1.4270511865615845,0.1
40,1.4588823318481445,1.4019794464111328,0.1
41,1.4334101676940918,1.378501296043396,0.1
42,1.408798098564148,1.3553730249404907,0.1
43,1.385347604751587,1.3335062265396118,0.1
44,1.3622825145721436,1.3126392364501953,0.1
45,1.340706706047058,1.2922275066375732,0.1
46,1.3195263147354126,1.2726258039474487,0.1
47,1.2994335889816284,1.2536897659301758,0.1
48,1.2796655893325806,1.2354035377502441,0.1
49,1.2608191967010498,1.217706561088562,0.1
50,1.24241042137146,1.2007626295089722,0.1
51,1.2247344255447388,1.1841099262237549,0.1
52,1.2075265645980835,1.1681007146835327,0.1
53,1.1908272504806519,1.1529083251953125,0.1
54,1.1746494770050049,1.1378220319747925,0.1
55,1.1593965291976929,1.1232587099075317,0.1
56,1.143754005432129,1.1092991828918457,0.1
57,1.1295815706253052,1.0953468084335327,0.1
58,1.1151554584503174,1.0819776058197021,0.1
59,1.1008144617080688,1.0689280033111572,0.1
60,1.0869667530059814,1.0559725761413574,0.1
61,1.0736662149429321,1.0433818101882935,0.1
62,1.0608705282211304,1.0313372611999512,0.1
63,1.0479462146759033,1.0192941427230835,0.1
64,1.0352630615234375,1.00777006149292,0.1
65,1.023157000541687,0.9960963726043701,0.1
66,1.0110890865325928,0.9849147796630859,0.1
67,0.9994586110115051,0.9739534854888916,0.1
68,0.9880852699279785,0.9630370736122131,0.1
69,0.9767053127288818,0.9525530338287354,0.1
70,0.9655885696411133,0.942036509513855,0.1
71,0.9547162055969238,0.9318555593490601,0.1
72,0.9442211389541626,0.9218348264694214,0.1
73,0.9338690042495728,0.912367045879364,0.1
74,0.9234738945960999,0.9024255275726318,0.1
75,0.9131341576576233,0.8929980397224426,0.1
76,0.903411328792572,0.8832778334617615,0.1
77,0.8934857249259949,0.8740935921669006,0.1
78,0.8842727541923523,0.8649637699127197,0.1
79,0.8745048642158508,0.8561261296272278,0.1
80,0.8652547597885132,0.8474602699279785,0.1
81,0.8561331629753113,0.8387729525566101,0.1
82,0.8471878170967102,0.8301787972450256,0.1
83,0.8383276462554932,0.8219150304794312,0.1
84,0.8300097584724426,0.8135208487510681,0.1
85,0.8213940858840942,0.8055412769317627,0.1
86,0.8130969405174255,0.7973767518997192,0.1
87,0.8046306371688843,0.7897279858589172,0.1
88,0.7967450618743896,0.7819855213165283,0.1
89,0.7887738347053528,0.7744789123535156,0.1
90,0.7810715436935425,0.7669178247451782,0.1
91,0.7733741998672485,0.7597504258155823,0.1
92,0.7656244039535522,0.7523757815361023,0.1
93,0.7587416172027588,0.7452648878097534,0.1
94,0.7506073713302612,0.7382357120513916,0.1
95,0.7435671091079712,0.7313916683197021,0.1
96,0.736461877822876,0.7245271801948547,0.1
97,0.7295093536376953,0.717845618724823,0.1
98,0.7226254940032959,0.7113001346588135,0.1
99,0.715989351272583,0.7049487829208374,0.1
100,0.7094418406486511,0.6984471082687378,0.1
101,0.7029138207435608,0.6922647356987,0.1
102,0.6965926289558411,0.6863391995429993,0.1
103,0.6904510259628296,0.6802468299865723,0.1
104,0.6843449473381042,0.6743462085723877,0.1
105,0.6782277226448059,0.6688750386238098,0.1
106,0.6725107431411743,0.6631293296813965,0.1
107,0.6665196418762207,0.6574179530143738,0.1
108,0.6608623266220093,0.6519700884819031,0.1
109,0.6553394198417664,0.6464953422546387,0.1
110,0.6498192548751831,0.6412262916564941,0.1
111,0.644525408744812,0.6360242366790771,0.1
112,0.6392714977264404,0.631036639213562,0.1
113,0.6340500712394714,0.6259209513664246,0.1
114,0.6289713978767395,0.6210256814956665,0.1
115,0.6239524483680725,0.6163758039474487,0.1
116,0.6192349791526794,0.6115226745605469,0.1
117,0.6143085956573486,0.6068776845932007,0.1
118,0.6096770763397217,0.6023292541503906,0.1
119,0.6050786375999451,0.5977063775062561,0.1
120,0.6004663109779358,0.5934282541275024,0.1
121,0.5960386395454407,0.5892074704170227,0.1
122,0.591616153717041,0.584929883480072,0.1
123,0.5873499512672424,0.5807695984840393,0.1
124,0.5831970572471619,0.5766943097114563,0.1
125,0.5790783166885376,0.5727362036705017,0.1
126,0.5750427842140198,0.568927526473999,0.1
127,0.5712574124336243,0.565025806427002,0.1
128,0.5673867464065552,0.5612213015556335,0.1
129,0.5636069178581238,0.5575051307678223,0.1
130,0.5597169995307922,0.5538145303726196,0.1
131,0.5559399724006653,0.5501829385757446,0.1
132,0.5524051189422607,0.5468301773071289,0.1
133,0.548966646194458,0.5431316494941711,0.1
134,0.5454261302947998,0.5398926138877869,0.1
135,0.5420534610748291,0.5367276072502136,0.1
136,0.5386614799499512,0.5334727168083191,0.1
137,0.5353632569313049,0.5300294160842896,0.1
138,0.532105028629303,0.5269951224327087,0.1
139,0.5290045142173767,0.523921549320221,0.1
140,0.5260070562362671,0.5210084319114685,0.1
141,0.5231881141662598,0.5178664326667786,0.1
142,0.519931972026825,0.5150896906852722,0.1
143,0.5169283151626587,0.5121181011199951,0.1
144,0.5142980813980103,0.509650707244873,0.1
145,0.5115059614181519,0.5066538453102112,0.1
146,0.5087076425552368,0.50394606590271,0.1
147,0.5059264302253723,0.5012319087982178,0.1
148,0.5032739639282227,0.49864745140075684,0.1
149,0.5004832744598389,0.496000736951828,0.1
150,0.4979858696460724,0.49339765310287476,0.1
151,0.4954087436199188,0.4908871352672577,0.1
152,0.4928242862224579,0.48849743604660034,0.1
153,0.4907419979572296,0.4862847924232483,0.1
154,0.4881952404975891,0.4839021563529968,0.1
155,0.4858108460903168,0.48127055168151855,0.1
156,0.4833930432796478,0.4789193868637085,0.1
157,0.48170900344848633,0.47672635316848755,0.1
158,0.47937676310539246,0.4748590588569641,0.1
159,0.4769528806209564,0.4723970592021942,0.1
160,0.47459107637405396,0.47027602791786194,0.1
161,0.4723837673664093,0.46813544631004333,0.1
162,0.47027137875556946,0.4658184349536896,0.1
163,0.4680108428001404,0.4640871286392212,0.1
164,0.4660884439945221,0.4620203971862793,0.1
165,0.46418866515159607,0.4602396786212921,0.1
166,0.46206045150756836,0.4578773081302643,0.1
167,0.460233211517334,0.4562510550022125,0.1
168,0.4585372805595398,0.45454680919647217,0.1
169,0.456598162651062,0.4530038833618164,0.1
170,0.45464134216308594,0.45074790716171265,0.1
171,0.45296046137809753,0.4493957757949829,0.1
172,0.4513736665248871,0.446779727935791,0.1
173,0.4488646984100342,0.4452665150165558,0.1
174,0.44752785563468933,0.4434501826763153,0.1
175,0.445650577545166,0.44141459465026855,0.1
176,0.44358330965042114,0.43993455171585083,0.1
177,0.441926509141922,0.43813154101371765,0.1
178,0.4403631091117859,0.4367094337940216,0.1
179,0.4386882185935974,0.43469569087028503,0.1
180,0.4369543194770813,0.4332537353038788,0.1
181,0.4353984296321869,0.4317706227302551,0.1
182,0.4337402284145355,0.42998024821281433,0.1
183,0.43219175934791565,0.42830780148506165,0.1
184,0.4307698905467987,0.4267885386943817,0.1
185,0.42913398146629333,0.425412654876709,0.1
186,0.4276485741138458,0.42393216490745544,0.1
187,0.42632555961608887,0.42238691449165344,0.1
188,0.4245808720588684,0.421032190322876,0.1
189,0.4232846200466156,0.41945889592170715,0.1
190,0.4217366874217987,0.4179472327232361,0.1
191,0.42037808895111084,0.41674697399139404,0.1
192,0.4189480245113373,0.4151345491409302,0.1
193,0.417735755443573,0.41369444131851196,0.1
194,0.4162757396697998,0.4127088785171509,0.1
195,0.4147503972053528,0.4109730124473572,0.1
196,0.41334447264671326,0.4097157120704651,0.1
197,0.41205859184265137,0.4083719551563263,0.1
198,0.4106791913509369,0.4069128632545471,0.1
199,0.4094732999801636,0.4057810604572296,0.1
200,0.40820708870887756,0.4046337902545929,0.1
201,0.4070516526699066,0.4030388593673706,0.1
202,0.405611127614975,0.4020605981349945,0.1
203,0.4042244851589203,0.4006153643131256,0.1
204,0.40292036533355713,0.39938992261886597,0.1
205,0.4017254412174225,0.3981580436229706,0.1
206,0.40051767230033875,0.3968958854675293,0.1
207,0.3992743492126465,0.3958595395088196,0.1
208,0.39803561568260193,0.3944234251976013,0.1
209,0.3970106542110443,0.3940107226371765,0.1
210,0.3960312604904175,0.392005980014801,0.1
211,0.3946511745452881,0.3907492458820343,0.1
212,0.3935118317604065,0.39021506905555725,0.1
213,0.39224672317504883,0.38863176107406616,0.1
214,0.3911808729171753,0.38749733567237854,0.1
215,0.3898727297782898,0.38631898164749146,0.1
216,0.38896265625953674,0.38594117760658264,0.1
217,0.3878583014011383,0.3841904103755951,0.1
218,0.38678911328315735,0.3831240236759186,0.1
219,0.38565129041671753,0.38206249475479126,0.1
220,0.38435158133506775,0.38071155548095703,0.1
221,0.38332346081733704,0.3795918822288513,0.1
222,0.38220110535621643,0.37882453203201294,0.1
223,0.38126102089881897,0.3776106536388397,0.1
224,0.38015851378440857,0.3765910267829895,0.1
225,0.3790307939052582,0.3754749298095703,0.1
226,0.37818095088005066,0.3745288550853729,0.1
227,0.3772121071815491,0.3737681210041046,0.1
228,0.37597981095314026,0.37248143553733826,0.1
229,0.37508058547973633,0.3722164034843445,0.1
230,0.3742440640926361,0.37054765224456787,0.1
231,0.37301361560821533,0.36944183707237244,0.1
232,0.3719739615917206,0.3687145411968231,0.1
233,0.3711722195148468,0.3675081133842468,0.1
234,0.3699844479560852,0.366534948348999,0.1
235,0.36901894211769104,0.36554086208343506,0.1
236,0.368267297744751,0.36470043659210205,0.1
237,0.36713260412216187,0.3636349141597748,0.1
238,0.36617347598075867,0.36260855197906494,0.1
239,0.3652935326099396,0.36219513416290283,0.1
240,0.3643120229244232,0.36090752482414246,0.1
241,0.3634982705116272,0.36025625467300415,0.1
242,0.3624331057071686,0.3590690791606903,0.1
243,0.36147135496139526,0.35894516110420227,0.1
244,0.36089080572128296,0.357143759727478,0.1
245,0.35977742075920105,0.35628649592399597,0.1
246,0.3588595986366272,0.3553905487060547,0.1
247,0.3579617440700531,0.35450831055641174,0.1
248,0.35720252990722656,0.35416826605796814,0.1
249,0.3565157353878021,0.35276350378990173,0.1
250,0.3552634119987488,0.3521914482116699,0.1
251,0.3544979691505432,0.35105982422828674,0.1
252,0.35362666845321655,0.35047847032546997,0.1
253,0.352843314409256,0.34952205419540405,0.1
254,0.35208040475845337,0.3486554026603699,0.1
255,0.3512471318244934,0.34778475761413574,0.1
256,0.3503400981426239,0.3472156822681427,0.1
257,0.3497440814971924,0.3464337885379791,0.1
258,0.34911462664604187,0.3451681137084961,0.1
259,0.34781885147094727,0.34449851512908936,0.1
260,0.3472149670124054,0.3437419533729553,0.1
261,0.34622204303741455,0.34303322434425354,0.1
262,0.345663458108902,0.34244266152381897,0.1
263,0.34537366032600403,0.34217706322669983,0.1
264,0.3441544473171234,0.3412208557128906,0.1
265,0.3433319628238678,0.3397594690322876,0.1
266,0.3424093723297119,0.3388853371143341,0.1
267,0.34174659848213196,0.3384667932987213,0.1
268,0.34092798829078674,0.3373918831348419,0.1
269,0.3405087888240814,0.3383794128894806,0.1
270,0.3397069573402405,0.3361123204231262,0.1
271,0.3385714590549469,0.3353826701641083,0.1
272,0.3378186523914337,0.3346472978591919,0.1
273,0.33712419867515564,0.33391672372817993,0.1
274,0.3364962041378021,0.33373579382896423,0.1
275,0.3359628915786743,0.33395060896873474,0.1
276,0.3362540602684021,0.3328632116317749,0.1
277,0.3346545100212097,0.33131611347198486,0.1
278,0.33377647399902344,0.3311203718185425,0.1
279,0.3331730365753174,0.3298429846763611,0.1
280,0.332414835691452,0.3295879662036896,0.1
281,0.33160504698753357,0.328823983669281,0.1
282,0.3308659791946411,0.3280203938484192,0.1
283,0.33041688799858093,0.3273117244243622,0.1
284,0.33002862334251404,0.3264046609401703,0.1
285,0.32917359471321106,0.32566550374031067,0.1
286,0.3280961513519287,0.32538220286369324,0.1
287,0.3280460238456726,0.32426291704177856,0.1
288,0.32715123891830444,0.32386189699172974,0.1
289,0.32638019323349,0.3231121301651001,0.1
290,0.3256041705608368,0.32245272397994995,0.1
291,0.3249785304069519,0.3218071162700653,0.1
292,0.3245414197444916,0.32127252221107483,0.1
293,0.32371652126312256,0.320710152387619,0.1
294,0.3230278491973877,0.3200128972530365,0.1
295,0.32257264852523804,0.32015350461006165,0.1
296,0.3220021724700928,0.3188338577747345,0.1
297,0.3213220238685608,0.3181193470954895,0.1
298,0.320690393447876,0.3178067207336426,0.1
299,0.3202059864997864,0.31737008690834045,0.1
300,0.3195453882217407,0.3164704442024231,0.1
301,0.31901127099990845,0.31570351123809814,0.1
302,0.3183375597000122,0.3151918947696686,0.1
303,0.3179870843887329,0.3154715895652771,0.1
304,0.3172141909599304,0.3140929639339447,0.1
305,0.3165675103664398,0.31360307335853577,0.1
306,0.3159615993499756,0.31336483359336853,0.1
307,0.31559839844703674,0.3127402663230896,0.1
308,0.31493139266967773,0.3118448853492737,0.1
309,0.3144170939922333,0.3117133378982544,0.1
310,0.3138818144798279,0.31207379698753357,0.1
311,0.31400033831596375,0.31031322479248047,0.1
312,0.3127841055393219,0.31071707606315613,0.1
313,0.3128643333911896,0.30918681621551514,0.1
